[(-0.0417305 0.00558138 0.999113), (-0.0477376 0.015958 0.998732)	(-0.0807274 0.195161 0.977443), (-0.0268929 0.309637 0.950475)	(0.122245 0.135403 0.98322), (-0.0206911 0.0816988 0.996442)], [(-0.0662005 0.229713 0.971004), (-0.0775859 0.123097 0.989357)	(-0.0875445 0.263191 0.960763), (-0.0325817 0.134507 0.990377)	(0.141066 0.0256163 0.989669), (0.0330203 0.158687 0.986777)], [(0.109177 0.02436 0.993724), (-0.0521269 0.224337 0.973116)	(0.0177477 0.119 0.992736), (0.0756663 0.129796 0.988649)	(0.0720964 0.177994 0.981387), (0.100949 0.049558 0.993657)]
[(-0.156447 0.0713978 0.985102), (-0.0652191 -0.143084 0.987559)	(0.108793 -0.0668527 0.991814), (-0.0365103 0.166021 0.985446)	(0.162061 0.0308383 0.986299), (0.12656 9.37842e-05 0.991959)], [(-0.096125 -0.139424 0.985556), (0.0125511 -0.272961 0.961943)	(-0.0112947 -0.136913 0.990519), (0.0296821 0.102684 0.994271)	(0.19445 0.00691639 0.980888), (0.024392 0.0734498 0.997001)], [(-0.039755 -0.0614131 0.99732), (-0.0239235 -0.158787 0.987023)	(0.0513546 -0.21373 0.975542), (0.011952 0.0445526 0.998935)	(-0.163956 0.0239291 0.986177), (-0.0516324 -0.0985691 0.99379)]
[(-0.112756 0.057102 0.991981), (-0.0425787 0.106691 0.99338)	(-0.00749263 0.221345 0.975167), (0.0198157 0.123458 0.992152)	(0.107967 0.0932478 0.989772), (-0.0759572 -0.14635 0.986312)], [(-0.0763144 -0.0505581 0.995801), (0.113347 -0.228685 0.966879)	(-0.00858806 -0.0975535 0.995193), (0.101182 -0.0627661 0.992886)	(-0.17659 0.0728038 0.981588), (-0.184611 -0.0152828 0.982693)], [(0.0611348 0.0035889 0.998123), (-0.0103607 0.17257 0.984943)	(0.101926 -0.0311942 0.994303), (0.140001 -0.0160643 0.990021)	(0.00878037 -0.0334228 0.999403), (0.128355 -0.080939 0.98842)]
[(-0.0214355 -0.143665 0.989394), (-0.121071 -0.0361467 0.991986)	(-0.136458 0.0436677 0.989683), (-0.0100415 0.0662927 0.99775)	(0.135256 0.264045 0.95498), (0.0228112 -0.109723 0.9937)], [(0.0590045 0.0643135 0.996184), (-0.0829383 0.0736683 0.993828)	(-0.063393 -0.0458934 0.996933), (-0.00152317 0.0833499 0.996519)	(-0.0892664 0.0651706 0.993873), (-0.0556111 -0.0772208 0.995462)], [(0.0353184 0.0841718 0.995825), (-0.0755466 0.0837151 0.993622)	(0.107075 -0.0556645 0.992691), (-0.134681 -0.0642858 0.988801)	(-0.063867 0.0793263 0.994801), (0.034012 0.19773 0.979666)]
[(-0.0522189 -0.153739 0.986731), (-0.067475 0.0717655 0.995137)	(0.0676332 -0.0296626 0.997269), (-0.0686533 -0.0185248 0.997469)	(-0.053726 0.265693 0.962559), (-0.150216 0.0972967 0.983854)], [(-0.0618147 0.0538372 0.996635), (0.103808 -0.0446045 0.993597)	(0.146829 -0.0626103 0.987179), (0.0146481 0.123156 0.992279)	(-0.0229861 0.178321 0.983704), (0.107891 0.138563 0.984459)], [(-0.0714123 0.0218316 0.997208), (-0.0166461 0.101192 0.994728)	(-0.0219103 0.175721 0.984196), (-0.052534 0.114326 0.992053)	(-0.031982 -0.00324184 0.999483), (0.0726223 0.0714962 0.994794)]
[(-0.297036 -0.0117474 0.954794), (-0.185173 -0.020165 0.982499)	(0.000315174 0.0460022 0.998941), (-0.0228962 0.0760955 0.996838)	(-0.102223 -0.0763717 0.991826), (-0.146803 0.049983 0.987902)], [(0.0675285 -0.0306863 0.997245), (-0.0656401 -0.111355 0.991611)	(0.0202663 0.0800977 0.996581), (-0.229171 -0.141674 0.963021)	(-0.121888 -0.0415123 0.991675), (-0.127911 -0.0102459 0.991733)], [(-0.227102 -0.0172472 0.973718), (0.0244749 0.0868449 0.995921)	(-0.129702 0.0838544 0.988001), (-0.0991457 0.016228 0.994941)	(-0.0628635 -0.00311609 0.998017), (-0.0117662 -0.137107 0.990486)]
[(-0.0308151 0.0532116 0.998108), (-0.0936556 0.187909 0.977711)	(0.148918 0.166004 0.974816), (0.00785512 -0.110934 0.993797)	(-0.193069 0.122441 0.973516), (0.0935816 0.0974881 0.990827)], [(0.0389173 -0.0380669 0.998517), (-0.0571741 -0.0691398 0.995967)	(-0.232808 0.0136797 0.972427), (-0.269381 0.189936 0.944118)	(0.0182476 0.0753288 0.996992), (-0.0953643 -0.0431641 0.994506)], [(0.117129 -0.0483827 0.991938), (-0.00255719 0.173376 0.984852)	(0.094585 0.101897 0.990288), (0.0206647 0.007684 0.999757)	(-0.0770004 -0.0835845 0.993521), (-0.0280702 -0.0788372 0.996492)]
[(0.107637 -0.0504422 0.99291), (-0.00455156 -0.0636489 0.997962)	(-0.0548645 0.0293931 0.998061), (-0.0961406 -0.0126853 0.995287)	(-0.0186949 -0.0708578 0.997311), (0.00578685 0.0640281 0.997931)], [(0.0876149 0.0843793 0.992574), (0.0356043 -0.0405993 0.998541)	(-0.0242948 -0.0743494 0.996936), (-0.0784461 0.109228 0.990916)	(-0.127198 0.0794637 0.988689), (-0.0450791 -0.0261768 0.99864)], [(-0.238375 0.257188 0.9365), (-0.0425673 0.122758 0.991523)	(-0.0541179 0.0154098 0.998416), (0.0216509 -0.0690693 0.997377)	(0.0688325 0.123566 0.989946), (0.00355135 0.177796 0.984061)]
[(-0.0259086 0.0471259 0.998553), (0.0230848 -0.115415 0.993049)	(0.118066 0.235498 0.964677), (0.134288 0.0447999 0.989929)	(-0.0734143 0.00465538 0.997291), (-0.0261972 0.240354 0.970332)], [(0.0193683 0.00797125 0.999781), (0.135836 0.153701 0.978736)	(0.00376809 0.0940763 0.995558), (-0.0370504 0.162035 0.986089)	(0.0177448 0.102681 0.994556), (-0.0884176 0.104094 0.990629)], [(0.0650774 0.0834553 0.994384), (0.0392245 -0.00930325 0.999187)	(0.0402716 -0.124553 0.991395), (-0.0636201 0.0763797 0.995047)	(-0.0289705 -0.00595955 0.999563), (0.0133872 -0.0739627 0.997171)]
[(0.110974 -0.019182 0.993638), (0.27053 -0.0437941 0.961715)	(0.0460674 0.0270402 0.998572), (-0.048525 0.0429005 0.9979)	(0.0232624 0.110066 0.993652), (-0.0250063 -0.182361 0.982914)], [(0.0202758 0.196016 0.980391), (-0.0153128 0.104602 0.994396)	(-0.025533 0.0392347 0.998904), (-0.175612 -0.000480417 0.984459)	(-0.0428652 -0.19054 0.980743), (0.0890453 0.0146277 0.99592)], [(0.0329583 -0.0626524 0.997491), (0.127511 0.0236237 0.991556)	(0.100934 -0.151663 0.983265), (0.0916779 -0.126104 0.987772)	(0.0753666 0.0704004 0.994668), (0.126309 0.0367833 0.991309)]
[(0.12545 -0.0880802 0.988182), (0.0948033 0.0193662 0.995308)	(-0.0711748 0.00272245 0.99746), (-0.0522119 -0.015088 0.998522)	(-0.126724 -0.0502045 0.990667), (0.179954 0.055854 0.982088)], [(0.0963133 0.010874 0.995292), (0.141612 0.0646904 0.987806)	(0.00194334 -0.043184 0.999065), (-0.0960644 -0.109737 0.989308)	(0.000327803 0.113938 0.993488), (0.0278114 0.134317 0.990548)], [(0.192018 -0.0233828 0.981113), (0.0389255 0.011655 0.999174)	(0.187538 0.0253001 0.981931), (0.11071 0.078596 0.99074)	(0.130976 0.106454 0.985653), (0.214341 0.101629 0.971457)]
[(-0.0419483 -0.0268772 0.998758), (0.0135011 0.13516 0.990732)	(-0.136181 0.0376321 0.989969), (0.00786217 -0.0200578 0.999768)	(-0.173627 -0.0873784 0.980927), (-0.274419 -0.026232 0.961252)], [(0.0585957 -0.0852548 0.994635), (-0.204967 0.0775625 0.975691)	(-0.0319119 -0.0730968 0.996814), (0.0824046 -0.190033 0.978313)	(0.198228 -0.0261893 0.979806), (0.222541 0.0386702 0.974156)], [(-0.000155486 0.102744 0.994708), (-0.0235551 0.031942 0.999212)	(0.25389 -0.0151795 0.967114), (0.040166 -0.0590746 0.997445)	(0.0660414 0.0481962 0.996652), (0.0367049 -0.12533 0.991436)]
[(-0.0481083 -0.0100719 0.998791), (-0.0375556 0.0375319 0.99859)	(-0.131467 0.13284 0.98238), (-0.0220209 0.0546603 0.998262)	(0.253816 -0.0441451 0.966245), (0.0870403 -0.00679024 0.996182)], [(-0.0935262 0.169911 0.981011), (-0.00741104 0.0436658 0.999019)	(-0.017357 -0.00040064 0.999849), (0.035586 0.0153634 0.999249)	(-0.14809 0.127919 0.980666), (-0.18022 0.169335 0.968941)], [(0.0118423 0.0991121 0.995006), (-0.148943 0.137397 0.979254)	(0.0141545 -0.00683346 0.999876), (-0.0546775 -0.0607931 0.996652)	(-0.117575 0.061461 0.99116), (-0.0416964 0.103304 0.993775)]
[(0.0382574 -0.0553078 0.997736), (0.0552157 -0.152925 0.986694)	(0.280293 0.0329901 0.959347), (0.194638 0.0282884 0.980467)	(-0.0221411 -0.0372328 0.999061), (0.0428891 -0.0458122 0.998029)], [(-0.186164 -0.0350908 0.981892), (-0.0235424 0.0916534 0.995513)	(-0.0368577 0.0441141 0.998346), (0.0427298 0.0490516 0.997882)	(0.0694912 0.0774719 0.99457), (-0.0104094 0.0895325 0.995929)], [(-0.0233912 0.081367 0.99641), (-0.0575751 -0.119462 0.991168)	(-0.022887 -0.123725 0.992053), (-0.056244 0.144582 0.987893)	(-0.0888042 0.147276 0.985101), (-0.353994 0.137771 0.925045)]
[(0.10131 0.0482712 0.993683), (0.11677 0.175865 0.977464)	(-0.120974 0.104304 0.98716), (0.0892544 0.0997788 0.990998)	(0.159993 0.161141 0.973877), (0.0216936 0.101903 0.994558)], [(-0.0137176 0.0210068 0.999685), (-0.111991 -0.0389129 0.992947)	(0.0028767 -0.116137 0.993229), (0.185095 -0.0851225 0.979027)	(0.155358 -0.110883 0.981615), (0.0316289 -0.00966031 0.999453)], [(0.0585972 0.00493075 0.99827), (-0.0382738 0.0604015 0.99744)	(-0.104079 0.147935 0.983505), (-0.14539 0.106194 0.983659)	(-0.0682484 0.0685205 0.995313), (0.113236 -0.0503668 0.992291)]
