[(-0.134482 -0.0574435 0.98925), (0.0935415 0.00753257 0.995587)	(-0.112691 -0.0189468 0.993449), (-0.113632 0.111076 0.987294)	(-0.143969 0.0158055 0.989456), (-0.170591 -0.0749543 0.982487)], [(0.124347 -0.0540756 0.990764), (-0.034678 0.0194499 0.999209)	(-0.058022 0.0304613 0.99785), (-0.00854006 0.017853 0.999804)	(0.0129354 -0.126961 0.991823), (-0.0240941 -0.0724309 0.997082)], [(-0.0815109 0.0381716 0.995941), (0.0289307 -0.136268 0.99025)	(-0.0956512 -0.137109 0.985927), (-0.0278984 -0.0945281 0.995131)	(-0.141659 0.215766 0.966115), (-0.0416394 0.0678485 0.996826)]
[(-0.299953 -0.127843 0.945349), (-0.117304 -0.0211059 0.992872)	(-0.100921 -0.0592011 0.993131), (0.0126561 0.0017387 0.999918)	(0.131689 -0.0356313 0.99065), (0.0184659 -0.0809493 0.996547)], [(0.0299797 -0.0550408 0.998034), (-0.0193353 -0.042515 0.998909)	(-0.0423037 -0.00749897 0.999077), (-0.0760881 0.0894447 0.993081)	(-0.0736029 -0.0144626 0.997183), (0.187904 0.0130657 0.982101)], [(-0.0656342 -0.10161 0.992657), (-0.118996 -0.0225196 0.992639)	(0.0918357 0.00865137 0.995737), (-0.0923638 -0.0832419 0.99224)	(-0.0419467 -0.167057 0.985055), (0.00970734 -0.13944 0.990183)]
[(-0.117752 0.0890543 0.989042), (0.155174 -0.0354284 0.987252)	(0.119455 -0.127657 0.984598), (0.106021 -0.0177822 0.994205)	(-0.0198786 0.149637 0.988541), (0.0373228 -0.0105772 0.999247)], [(-0.0299382 -0.176949 0.983765), (0.00407454 0.0680361 0.997675)	(0.150411 0.124575 0.980743), (0.0771727 0.00993161 0.996968)	(-0.000170884 -0.0863131 0.996268), (-0.166217 0.0629074 0.984081)], [(0.0396545 -0.166826 0.985189), (0.182502 0.000133947 0.983206)	(-0.0161189 0.103394 0.99451), (0.0395945 -0.038046 0.998491)	(0.103824 -0.0635264 0.992565), (0.210528 -0.0692817 0.97513)]
[(-0.000359356 0.00349496 0.999994), (-0.0760127 0.114265 0.990538)	(-0.0419085 -0.0367765 0.998444), (0.144555 -0.0308455 0.989016)	(0.223007 0.0477787 0.973645), (-0.0780191 0.0498659 0.995704)], [(0.0985547 0.0265469 0.994777), (-0.0360789 0.11136 0.993125)	(0.0029605 0.0911679 0.995831), (0.068028 -0.0694198 0.995265)	(0.01656 -0.0676524 0.997572), (0.11389 0.0567323 0.991872)], [(-0.0154217 0.0672341 0.997618), (-0.115887 -0.0362508 0.992601)	(-0.030097 0.0291163 0.999123), (0.108095 -0.0885242 0.990191)	(0.21552 -0.0878156 0.972543), (0.313293 0.189738 0.930509)]
[(0.0688341 0.0804508 0.994379), (-0.0362214 0.269206 0.962401)	(-0.0877469 0.204863 0.974849), (0.0703897 0.205229 0.976179)	(-0.0179929 -0.0497875 0.998598), (0.115652 0.140455 0.983309)], [(0.153673 -0.0684521 0.985748), (-0.00345187 0.177649 0.984088)	(0.10507 0.025237 0.994145), (0.00398911 -0.0319502 0.999481)	(-0.0574571 -0.101763 0.993148), (-0.052223 -0.0300224 0.998184)], [(0.0252082 0.0950461 0.995154), (-0.110639 0.098367 0.988981)	(0.049266 0.133707 0.989796), (-0.0272583 -0.046481 0.998547)	(0.00309765 0.217213 0.976119), (-0.0267843 0.158858 0.986938)]
[(0.1 0.175985 0.9793), (0.0671281 0.0648994 0.995631)	(-0.0138916 -0.0419598 0.999023), (0.0507226 -0.163811 0.985187)	(0.00977566 0.0125181 0.999874), (0.101415 0.104254 0.989367)], [(0.22951 0.16635 0.958985), (0.301595 0.0395835 0.952614)	(0.267294 -0.0659093 0.961358), (0.109351 0.121034 0.986607)	(0.0912222 -0.0223406 0.99558), (0.0544467 0.00153928 0.998515)], [(0.188987 -0.065521 0.979791), (0.269481 0.00934599 0.96296)	(-0.23698 0.115792 0.96459), (-0.0221718 0.0561145 0.998178)	(0.0498358 0.0650674 0.996636), (0.0663249 0.0433428 0.996856)]
[(0.0826012 0.048028 0.995425), (-0.0361214 0.00173994 0.999346)	(0.0456367 0.096595 0.994277), (0.0909365 -0.101077 0.990714)	(0.116186 -0.0205891 0.993014), (0.00512193 -0.127749 0.991793)], [(0.083584 0.00405992 0.996492), (-0.0462466 0.0762876 0.996013)	(0.0871596 0.150179 0.984809), (-0.000123618 -0.0253327 0.999679)	(0.0785987 -0.150277 0.985515), (0.00273287 -0.119124 0.992876)], [(0.0904184 0.0411486 0.995053), (-0.0929456 0.0323449 0.995146)	(0.000913409 -0.0198473 0.999803), (0.0118165 -0.105238 0.994377)	(0.0920178 0.0144399 0.995653), (0.046823 0.120575 0.991599)]
[(0.028383 -0.0600233 0.997793), (0.0210884 0.0494459 0.998554)	(0.00322901 0.0361337 0.999342), (0.110699 0.10506 0.988285)	(-0.0885408 -0.144981 0.985465), (-0.0385668 -0.0614868 0.997363)], [(-0.136053 0.0440356 0.989722), (-0.0182597 -0.04383 0.998872)	(0.0257074 0.120715 0.992354), (0.0489552 -0.0247928 0.998493)	(0.0510914 0.0370246 0.998007), (0.21893 -0.021593 0.975502)], [(-0.0511877 -0.0894607 0.994674), (-0.0310883 -0.0310607 0.999034)	(0.0736838 0.0509224 0.995981), (0.188192 0.0803857 0.978837)	(0.157332 0.0816357 0.984166), (0.0516862 -0.0479687 0.997511)]
[(-0.139037 0.20498 0.968841), (-0.0717993 0.176005 0.981767)	(0.0470749 0.194882 0.979696), (0.0281501 0.131606 0.990902)	(0.0304996 0.151497 0.987987), (-0.108526 0.00727847 0.994067)], [(-0.143424 0.183381 0.972523), (-0.112563 0.060447 0.991804)	(-0.0468431 -0.0245803 0.9986), (-0.160637 0.169575 0.972338)	(-0.163849 0.176369 0.970591), (-0.203826 0.12582 0.970888)], [(0.0447527 0.165226 0.98524), (-0.147018 0.00103714 0.989133)	(-0.023259 -0.0595184 0.997956), (-0.00209024 0.123891 0.992294)	(-0.0374674 0.13531 0.990095), (-0.19465 0.00673576 0.98085)]
[(-0.0218253 -0.098156 0.994932), (-0.0947592 0.0686838 0.993128)	(-0.0726001 0.151445 0.985796), (-0.0469379 0.0108822 0.998839)	(-0.026911 -0.099775 0.994646), (-0.0914757 -0.0342213 0.995219)], [(-0.0906062 -0.0784944 0.992789), (-0.0263823 0.0309537 0.999173)	(-0.00480799 -0.156195 0.987715), (-0.0235269 0.0441883 0.998746)	(0.0493894 0.109353 0.992775), (-0.127689 0.040176 0.991)], [(-0.040169 0.0388035 0.998439), (-0.00604016 0.026951 0.999619)	(0.0677735 0.00389599 0.997693), (0.0782629 0.109126 0.990942)	(-0.0910144 -0.0478743 0.994698), (-0.0513335 0.0111619 0.998619)]
[(0.00760539 -0.170324 0.985359), (0.0464085 -0.00464354 0.998912)	(-0.0163867 0.0259255 0.99953), (-0.102892 0.0410636 0.993845)	(0.0834011 0.0601025 0.994702), (0.172362 -0.132426 0.976092)], [(0.108767 -0.102928 0.988724), (-0.0115664 -0.0115763 0.999866)	(0.0909061 -0.0929548 0.991512), (-0.0590627 0.0218136 0.998016)	(-0.192303 -0.04795 0.980163), (-0.0405994 -0.0876469 0.995324)], [(-0.0437531 -0.209325 0.976867), (-0.0783928 -0.121284 0.989518)	(-0.0709575 0.0270137 0.997113), (-0.144554 0.0252965 0.989173)	(-0.228565 -0.0203123 0.973317), (-0.0582833 -0.237155 0.969722)]
[(0.0631848 -0.0616615 0.996095), (-0.0015443 -0.160221 0.98708)	(-0.0255701 -0.0743538 0.996904), (-0.0593488 -0.0878211 0.994367)	(-0.0510862 -0.0132299 0.998607), (-0.0129053 -0.00666834 0.999894)], [(0.00993939 0.0447284 0.99895), (0.0892818 -0.0513758 0.99468)	(0.069346 -0.150859 0.98612), (-0.0913701 -0.00921096 0.995774)	(-0.164558 -0.114388 0.979712), (0.0788479 -0.136587 0.987485)], [(0.0671254 -0.0417794 0.996869), (0.0744152 -0.076146 0.994316)	(0.051025 0.0740194 0.995951), (-0.0807482 -0.025074 0.996419)	(-0.0298579 0.028169 0.999157), (0.0196354 0.0125518 0.999728)]
[(0.0534832 -0.0702005 0.996098), (-0.0215347 -0.043454 0.998823)	(-0.0203232 -0.00884794 0.999754), (-0.00586194 -0.00869351 0.999945)	(0.0627058 0.0228674 0.99777), (0.0614408 -0.000483847 0.998111)], [(0.0111414 0.0138436 0.999842), (0.121217 0.0560291 0.991043)	(0.0184635 0.0732203 0.997145), (0.138489 0.0171586 0.990215)	(0.073365 -0.00373378 0.997298), (0.0293136 -0.0397407 0.99878)], [(-0.0313284 -0.0193321 0.999322), (0.0820418 -0.11469 0.990008)	(-0.0498351 -0.0809121 0.995475), (0.0261898 0.0424599 0.998755)	(-0.00994762 0.00854873 0.999914), (-0.155896 -0.102405 0.982451)]
[(-0.0388619 -0.00115918 0.999244), (-0.15168 -0.0449669 0.987406)	(-0.110754 -0.0462146 0.992773), (-0.157524 -0.0657218 0.985326)	(0.0326932 0.0846678 0.995873), (-0.105891 -0.113477 0.987882)], [(0.0529217 0.0183022 0.998431), (0.0273986 0.0107856 0.999566)	(0.015008 0.107774 0.994062), (-0.0139254 0.150374 0.988531)	(0.0672658 0.128073 0.989481), (-0.113826 0.193642 0.974447)], [(-0.146514 0.0381705 0.988472), (-0.148881 -0.00689968 0.988831)	(-0.0706579 -0.0482613 0.996332), (0.0209994 -0.0321385 0.999263)	(-0.036655 0.0629664 0.997342), (-0.0191835 -0.0454265 0.998783)]
[(0.0192152 0.0413778 0.998959), (-0.0974066 0.211045 0.972611)	(-0.0392387 0.165109 0.985494), (-0.0394728 0.047402 0.998096)	(0.0341027 0.0346156 0.998819), (0.0678191 0.0449503 0.996685)], [(0.0301586 -0.0261204 0.999204), (0.0318622 0.0837591 0.995977)	(0.0158533 0.0862582 0.996147), (0.0675452 0.135737 0.98844)	(-0.160214 0.0478612 0.985921), (-0.0367841 -0.0294214 0.99889)], [(-0.0649943 -0.104253 0.992425), (-0.000440538 0.0652977 0.997866)	(-0.120715 -0.000711627 0.992687), (-0.105848 -0.0160972 0.994252)	(0.0451551 0.0602779 0.99716), (0.0272846 0.0443971 0.998641)]
[(0.0074563 0.0344338 0.999379), (-0.169627 0.0925554 0.981152)	(0.0331924 -0.187556 0.981693), (0.10739 0.105282 0.988627)	(0.0480018 0.141638 0.988754), (-0.0219747 0.0884703 0.995836)], [(0.0177979 0.0286636 0.999431), (-0.0144379 -0.143576 0.989534)	(0.0388374 -0.174179 0.983948), (0.00458285 0.0189917 0.999809)	(-0.000900961 -0.114692 0.993401), (0.0160627 -0.0631821 0.997873)], [(0.063129 -0.0867093 0.994232), (-0.0687404 -0.120273 0.990358)	(-0.115933 -0.0913361 0.989049), (0.0837517 0.0758445 0.993596)	(0.1035 0.0291015 0.994204), (0.167891 -0.105795 0.980112)]
[(-0.158675 0.0375991 0.986615), (-0.0852147 0.158903 0.98361)	(0.142787 -0.0311975 0.989262), (0.0693409 -0.0718651 0.995001)	(-0.0405343 -0.0484347 0.998004), (-0.0859542 0.0649599 0.994179)], [(0.0283042 0.0830971 0.996139), (0.107252 -0.0063416 0.994212)	(-0.132085 0.0886902 0.987263), (-0.161171 -0.0297386 0.986478)	(0.0994199 0.014854 0.994935), (0.0267884 0.124528 0.991854)], [(-0.0412881 -0.0418002 0.998273), (-0.058974 -0.0189449 0.99808)	(-0.0573217 -0.0454771 0.997319), (0.0566575 0.125283 0.990502)	(0.117075 0.114265 0.986528), (-0.0278245 0.0936128 0.99522)]
[(-0.110804 0.126295 0.985785), (-0.0819667 0.0605532 0.994794)	(0.00126099 -0.0266639 0.999644), (-0.0699342 0.135676 0.988282)	(-0.118426 0.162019 0.979656), (-0.192384 0.00225716 0.981317)], [(0.0160453 -0.00211188 0.999869), (0.0554306 0.047763 0.99732)	(-0.153724 0.0137293 0.988018), (-0.0293586 0.0921704 0.99531)	(-0.057858 0.0319456 0.997814), (-0.0329701 0.0535227 0.998022)], [(-0.162383 -0.0227384 0.986466), (-0.111224 0.0872421 0.989959)	(-0.036775 0.135371 0.990112), (-0.0732032 0.00708978 0.997292)	(-0.0774976 0.0224455 0.99674), (-0.091747 0.0858861 0.992072)]
[(0.0223541 -0.0573345 0.998105), (-0.0467547 -0.0215316 0.998674)	(-0.0883728 -0.0547171 0.994583), (-0.091658 0.000182722 0.995791)	(-0.12165 -0.023715 0.99229), (-0.0822364 0.0126417 0.996533)], [(-0.0538994 0.0215641 0.998313), (-0.124105 0.0342419 0.991678)	(-0.0532915 0.112195 0.992256), (0.0109233 -0.0402509 0.99913)	(0.0516395 -0.153545 0.986791), (0.145864 -0.0559455 0.987722)], [(-0.00229112 0.116513 0.993187), (0.0297597 0.0527516 0.998164)	(0.0807922 0.112943 0.990311), (0.036983 0.00805384 0.999283)	(-0.161507 -0.00403601 0.986863), (-0.0393741 0.142662 0.988988)]
[(0.00260561 -0.178736 0.983894), (0.147015 -0.00501127 0.989122)	(0.129738 -0.0210594 0.991325), (-0.0198669 -0.0824861 0.996394)	(-0.00313481 -0.127731 0.991804), (0.0681063 -0.0593859 0.995909)], [(-0.0893171 -0.12046 0.988692), (-0.0224564 -0.0217081 0.999512)	(-0.0567587 0.0664294 0.996176), (-0.0662283 0.0605156 0.995968)	(-0.0421306 -0.069703 0.996678), (-0.229461 -0.117948 0.966145)], [(0.0285934 -0.0514044 0.998268), (0.0484395 -0.0608046 0.996974)	(-0.0201541 0.0484432 0.998623), (-0.0519988 -0.0414075 0.997788)	(-0.0341128 -0.0500717 0.998163), (0.0598377 -0.000144153 0.998208)]
[(-0.0297213 0.0394923 0.998778), (0.0119933 0.0720496 0.997329)	(0.0514944 -0.0157412 0.998549), (-0.102717 -0.0174908 0.994557)	(-0.0687899 0.0254389 0.997307), (-0.0200345 -0.00263813 0.999796)], [(-0.0189198 0.0119234 0.99975), (0.0114918 0.0967435 0.995243)	(-0.0307206 -0.0303459 0.999067), (-0.0086446 -0.0317814 0.999457)	(0.0146136 0.0902178 0.995815), (0.0149025 0.0500964 0.998633)], [(-0.129787 0.0468532 0.990434), (-0.0892759 0.000434907 0.996007)	(0.00422516 0.0470915 0.998882), (-0.0147172 0.0300235 0.999441)	(-0.0499316 0.0533765 0.997325), (-0.11391 -0.00174758 0.99349)]
[(0.0250842 0.0798294 0.996493), (0.0112451 0.106001 0.994302)	(-0.0114016 0.130512 0.991381), (0.0108432 0.0514634 0.998616)	(0.00840415 0.0180579 0.999802), (-0.102194 -0.012744 0.994683)], [(-0.0272549 0.12772 0.991436), (-0.0113006 0.022322 0.999687)	(0.115338 0.122533 0.98574), (0.0182245 0.083456 0.996345)	(0.00169588 0.132206 0.991221), (-0.037792 0.0434878 0.998339)], [(-0.063795 0.0790169 0.99483), (-0.0725636 0.0623912 0.99541)	(0.0172334 0.0884933 0.995928), (0.0939964 -0.0278891 0.995182)	(-0.0269967 0.0330486 0.999089), (-0.0666804 0.113164 0.991336)]
[(-0.097242 0.22257 0.970055), (0.0171084 0.0347075 0.999251)	(0.0790339 0.182638 0.979999), (-0.0882314 0.0507759 0.994805)	(-0.0252497 0.12195 0.992215), (-0.0516964 0.0481553 0.997501)], [(-0.0329066 0.0678748 0.997151), (0.0301962 -0.0812064 0.99624)	(0.0111217 0.0159335 0.999811), (-0.0444988 0.0618654 0.997092)	(-0.109068 0.00503156 0.994022), (-0.0391577 0.0145948 0.999126)], [(0.00836729 0.002467 0.999962), (-0.0670564 0.0408745 0.996912)	(-0.110655 -0.0135932 0.993766), (-0.147381 0.0506166 0.987784)	(-0.130578 0.0150488 0.991324), (-0.000383981 -0.00942664 0.999956)]
[(-0.0435087 -0.0622886 0.997109), (-0.0590125 -0.0165697 0.99812)	(-0.0787603 -0.0294432 0.996459), (-0.0390533 -0.0783279 0.996162)	(-0.0339776 -0.104785 0.993914), (0.0120011 0.117379 0.993015)], [(-0.00116947 -0.105231 0.994447), (-0.126087 -0.00881769 0.99198)	(0.00212104 -0.110263 0.9939), (-0.00664365 -0.152382 0.988299)	(0.0624182 -0.140404 0.988125), (0.0339136 -0.142357 0.989234)], [(0.0593296 0.0207473 0.998023), (0.0580617 -0.0946401 0.993817)	(0.0241973 -0.0208593 0.99949), (0.0194767 0.0404212 0.998993)	(0.0836357 0.0880776 0.992596), (0.0571438 -0.0332705 0.997811)]
[(0.127154 0.0765235 0.988927), (-0.0933294 -0.0851581 0.991987)	(0.022477 0.0153234 0.99963), (-0.0156688 -0.115841 0.993144)	(-0.0502288 -0.0413756 0.99788), (-0.0172834 -0.004588 0.99984)], [(0.0481312 -0.0484739 0.997664), (0.0261658 0.0364143 0.998994)	(-0.0404696 0.017056 0.999035), (-0.0160472 0.0600704 0.998065)	(0.0329849 -0.0999276 0.994448), (-0.0323747 -0.0366108 0.998805)], [(-0.0265225 -0.0265451 0.999296), (0.0679636 0.00504539 0.997675)	(-0.0225662 -0.0156778 0.999622), (0.0881319 -0.212111 0.973263)	(0.0490606 -0.208682 0.976752), (0.0429557 -0.144985 0.988501)]
[(-0.063899 -0.0119883 0.997884), (0.0755679 -0.122811 0.989549)	(0.00156444 -0.0782977 0.996929), (0.0891627 -0.0685226 0.993657)	(0.180851 0.0157208 0.983385), (-0.0204174 -0.07251 0.997159)], [(0.0760578 -0.105888 0.991465), (-0.01429 -0.125112 0.99204)	(0.0358343 -0.00618883 0.999339), (0.104059 -0.127666 0.986343)	(0.12867 -0.0983354 0.9868), (0.0260994 -0.0978558 0.994858)], [(-0.0532679 -0.0404012 0.997763), (0.0585184 0.0627544 0.996312)	(-0.108109 -0.106565 0.988411), (0.0452918 -0.0374973 0.99827)	(-0.00449428 -0.0350501 0.999375), (0.0804843 -0.00411456 0.996747)]
[(-0.0566282 0.0115021 0.998329), (-0.0625948 0.158892 0.98531)	(0.10442 0.0662839 0.992322), (0.0405128 0.059224 0.997422)	(0.0498831 0.0413459 0.997899), (4.02974e-05 0.127834 0.991796)], [(-0.00817035 -0.0576157 0.998305), (0.0634684 -0.0507131 0.996694)	(-0.117112 0.00392471 0.993111), (-0.0468929 0.0885006 0.994972)	(0.0644371 0.116169 0.991137), (-0.0448304 0.0309447 0.998515)], [(-0.0640857 0.0477945 0.996799), (-0.107902 0.0789105 0.991025)	(-0.0986441 0.0266021 0.994767), (0.0369306 -0.0192351 0.999133)	(0.0389343 0.0692606 0.996839), (-0.0589041 0.0653565 0.996122)]
[(-0.00373242 -0.137228 0.990532), (0.0201766 -0.0707145 0.997293)	(-0.0316048 -0.0980815 0.994676), (-0.0613393 -0.0887497 0.994163)	(0.0572924 -0.0905951 0.994238), (0.0320383 0.0139062 0.99939)], [(0.034914 0.0121924 0.999316), (-0.0730857 -0.126421 0.989281)	(-0.0709023 -0.105342 0.991905), (0.055585 -0.0171139 0.998307)	(0.107662 -0.0248469 0.993877), (-0.00945812 -0.0289351 0.999537)], [(0.0820344 -0.0270141 0.996263), (-0.0326175 -0.16108 0.986402)	(-0.0986178 -0.11007 0.989019), (0.0231187 -0.0420355 0.998849)	(0.00141598 -0.0317319 0.999495), (-0.0152888 0.0102847 0.99983)]
[(-0.0491876 -0.17673 0.98303), (0.0526095 -0.00130037 0.998614)	(0.0118508 -0.000317955 0.99993), (-0.0752164 -0.0568763 0.995544)	(-0.0671548 -0.0265186 0.99739), (-0.00084975 -0.0532515 0.998581)], [(-0.00667454 -0.0317348 0.999474), (-0.00472318 -0.0282887 0.999589)	(-0.09131 -0.063956 0.993767), (-0.0750277 -0.0175142 0.997028)	(-0.115763 -0.0704126 0.990778), (-0.0693121 -0.0816235 0.99425)], [(-0.0161599 -0.00624673 0.99985), (-0.112342 -0.0814353 0.990327)	(0.0104892 -0.118529 0.992895), (-0.0872999 -0.043829 0.995217)	(-0.0784248 -0.112478 0.990555), (0.113331 -0.0776054 0.990522)]
[(-0.0307104 -0.0289432 0.999109), (-0.0480556 0.00348528 0.998839)	(-0.036676 0.0814166 0.996005), (-0.0929838 -0.00397968 0.99566)	(-0.0416474 -0.0460332 0.998071), (-0.0696893 0.0555464 0.996021)], [(-0.0246187 0.0416922 0.998827), (-0.0315052 0.014275 0.999402)	(-0.0811364 0.0515104 0.995371), (-0.00786706 0.0629208 0.997988)	(-0.0193053 0.113525 0.993348), (-0.00336315 0.0151638 0.999879)], [(-0.0146058 -0.0513957 0.998571), (-0.0400198 0.137223 0.989732)	(-0.0238866 0.0171776 0.999567), (-0.0247256 0.0531822 0.998279)	(0.00539738 0.145963 0.989275), (-0.0338914 0.0654523 0.99728)]
[(0.0413452 0.032749 0.998608), (-0.009077 0.0597187 0.998174)	(0.00245124 -0.0368335 0.999318), (-0.0575542 0.0193905 0.998154)	(-0.0715953 -0.0544033 0.995949), (-0.0189808 0.0696697 0.99739)], [(-0.0407356 -0.0388478 0.998414), (0.0707615 -0.000943366 0.997493)	(-0.0220973 -0.0234066 0.999482), (-0.0537613 -0.0909334 0.994405)	(-0.097483 -0.0142418 0.995135), (-0.103157 -0.0685411 0.992301)], [(-0.0142834 -0.0362295 0.999241), (0.0490512 -0.010886 0.998737)	(0.0105784 0.0178825 0.999784), (-0.0742564 0.110444 0.991105)	(-0.066214 0.0536965 0.99636), (-0.0842612 -0.0105662 0.996388)]
[(0.0436384 0.0801972 0.995823), (0.0578105 0.132949 0.989436)	(0.0285612 0.0969963 0.994875), (0.077713 0.115703 0.990239)	(0.0461933 0.0177771 0.998774), (-0.00957038 -0.000198552 0.999954)], [(0.0293997 -0.0778632 0.99653), (-0.0263991 -0.0165807 0.999514)	(0.10267 0.0596315 0.992926), (0.0195806 0.0559816 0.99824)	(0.0403685 0.00723134 0.999159), (0.0178554 0.00633228 0.99982)], [(-0.00303759 0.00271511 0.999992), (-0.00435068 0.00615652 0.999972)	(0.0378041 0.129518 0.990856), (-0.0264211 0.0254021 0.999328)	(-0.0861094 0.0999572 0.991259), (-0.0376302 0.0226206 0.999036)]
[(0.0650093 -0.104923 0.992353), (0.0131879 0.00765458 0.999884)	(0.0142414 0.000725672 0.999898), (-0.0316821 0.0430029 0.998572)	(0.0781994 -0.0148831 0.996827), (0.00266639 -0.0700807 0.997538)], [(0.0214532 -0.0222441 0.999522), (0.0280847 -0.0302254 0.999148)	(0.0511431 0.0206229 0.998478), (0.087786 0.0541178 0.994668)	(-0.00913332 0.0462473 0.998888), (0.0236774 -0.00554059 0.999704)], [(0.0170009 -0.116134 0.993088), (0.00690269 -0.114502 0.993399)	(0.0122224 0.00135793 0.999924), (0.00551695 0.0228613 0.999723)	(0.0547393 0.0282866 0.9981), (0.0895421 -0.0651 0.993853)]
[(0.212266 0.105718 0.971477), (0.129884 0.0913006 0.987317)	(0.0688552 0.0720357 0.995022), (0.0632849 0.0669853 0.995745)	(0.0630217 0.0323118 0.997489), (0.0756379 0.0810542 0.993836)], [(-0.0065478 0.114134 0.993444), (-0.0332907 -0.0645812 0.997357)	(0.199239 -0.0889571 0.975905), (0.106875 0.0156135 0.99415)	(0.0923163 -0.020528 0.995518), (0.013206 0.111937 0.993627)], [(0.122777 0.0449502 0.991416), (0.0610185 -0.0522045 0.996771)	(0.0498961 0.043783 0.997794), (0.050222 0.0587134 0.997011)	(-0.0193699 0.147254 0.988909), (-0.0210303 0.10086 0.994678)]
[(0.0872517 -0.130459 0.987607), (0.128017 -0.0309987 0.991287)	(-0.0480396 -0.0421561 0.997955), (0.00353023 0.0320656 0.999479)	(-0.101086 -0.0153322 0.99476), (0.119227 -0.0675441 0.990567)], [(0.162228 0.116589 0.979841), (0.0441231 0.00470188 0.999015)	(0.109366 0.0609282 0.992133), (-0.0465371 -0.0326571 0.998383)	(0.0683478 0.0853634 0.994003), (0.018158 0.113226 0.993403)], [(0.0832548 0.00688949 0.996504), (0.0213383 0.0703126 0.997297)	(0.0823179 0.0492184 0.99539), (0.0813437 -0.0224984 0.996432)	(0.0498907 -0.0050636 0.998742), (0.111884 0.0444665 0.992726)]
[(0.0372363 -0.0676541 0.997014), (-0.0137723 -0.0770176 0.996935)	(-0.049638 -0.00389556 0.99876), (0.0093617 -0.00412804 0.999948)	(-0.0503524 -0.0203182 0.998525), (-0.00140287 0.0458174 0.998949)], [(0.0226972 -0.0969306 0.995032), (-0.0379111 -0.0824863 0.995871)	(0.00712595 -0.0526047 0.99859), (-0.0334361 -0.0399272 0.998643)	(0.0217313 0.0632756 0.997759), (0.000813574 -0.0633682 0.99799)], [(0.153432 -0.00424337 0.98815), (0.116908 0.0388376 0.992383)	(0.0630956 -0.0285921 0.997598), (-0.0291508 0.0445764 0.998581)	(-0.0180072 0.0406008 0.999013), (-0.00505175 0.0332157 0.999435)]
[(0.0291621 -0.059283 0.997815), (0.0632493 0.0556533 0.996445)	(-0.0395044 0.0571148 0.997586), (-0.078718 0.0170579 0.996751)	(-0.0565817 -0.0466905 0.997306), (0.0227302 0.0487171 0.998554)], [(-0.0269597 0.0338195 0.999064), (-0.114505 0.0503779 0.992144)	(-0.144086 0.144782 0.978916), (-0.0643942 0.026406 0.997575)	(-0.134707 0.0151091 0.99077), (-0.143682 0.0129607 0.989539)], [(0.0703548 0.0888364 0.993558), (-0.026151 0.0790323 0.996529)	(-0.0191984 0.0351233 0.999199), (-0.106566 0.0166948 0.994165)	(-0.122028 0.102464 0.987224), (-0.0430977 0.0689354 0.99669)]
[(0.112511 -0.0793203 0.990479), (0.0884223 -0.00321025 0.996078)	(0.0340093 0.0393492 0.998647), (-0.0701448 0.0569001 0.995913)	(-0.0582586 -0.0179045 0.998141), (0.0647844 -0.0711933 0.995357)], [(0.0384289 -0.111484 0.993023), (0.0538494 -0.029347 0.998118)	(0.0116254 0.0988153 0.995038), (-0.0630121 0.044266 0.997031)	(0.0433459 -0.0905547 0.994948), (0.0472716 -0.050107 0.997625)], [(0.016703 -0.0588627 0.998126), (0.0522082 -0.0404291 0.997818)	(-0.0284498 -0.0823269 0.996199), (0.0722073 -0.0834997 0.993888)	(0.00232361 0.0129529 0.999913), (-0.0258416 -0.0865488 0.995912)]
[(0.0918469 0.0545395 0.994278), (0.0683847 0.0166457 0.99752)	(0.0435429 -0.0830602 0.995593), (0.0370528 -0.102824 0.994009)	(0.0265505 -0.105807 0.994032), (-0.0289069 0.0039341 0.999574)], [(0.062537 -0.00987837 0.997994), (0.0795062 -0.031497 0.996337)	(0.048823 -0.0203599 0.9986), (-0.019807 -0.109449 0.993795)	(-0.101021 0.0219469 0.994642), (0.0143941 0.140895 0.98992)], [(0.0462788 -0.0147138 0.99882), (-0.0357679 -0.0598673 0.997565)	(0.0092432 -0.0671678 0.997699), (0.00792979 -0.019922 0.99977)	(0.0318651 -0.00202458 0.99949), (0.0420762 0.0110782 0.999053)]
[(-0.0566102 0.0122194 0.998322), (-0.0562579 0.099458 0.99345)	(-0.016508 0.080906 0.996585), (0.0204839 0.0554968 0.998249)	(-0.0499426 -0.0494772 0.997526), (-0.0192713 0.00392581 0.999807)], [(0.0226428 -0.051396 0.998422), (0.0547214 0.0197136 0.998307)	(0.0236138 0.0240064 0.999433), (0.0213642 -0.00260196 0.999768)	(-0.0196287 -0.0368641 0.999128), (-0.049843 0.0377432 0.998044)], [(0.0486154 0.0103309 0.998764), (-0.00282729 0.0200497 0.999795)	(0.0219316 0.0466258 0.998672), (0.060381 0.0431369 0.997243)	(0.0564149 0.110847 0.992235), (0.0437034 -0.0130143 0.99896)]
