0.1	0.45313
0.196667	0.862553
0.293333	0.780886
0.39	0.494736
0.486667	0.430303
0.583333	0.60084
0.68	0.238901
0.776667	0.181686
0.873333	0.27227
0.97	0.0400746
1.06667	0.100061
1.16333	-0.0471236
1.26	0.315257
1.35667	0.0978302
1.45333	0.152353
1.55	-0.00860472
1.64667	0.0730077
1.74333	0.0410659
1.84	-0.0129306
1.93667	-0.0306372
2.03333	0.0527013
2.13	-0.125017
2.22667	0.0970364
2.32333	0.0496142
2.42	-0.0276464
2.51667	0.0746677
2.61333	-0.0213126
2.71	-0.0948704
2.80667	-0.0327688
2.90333	0.0534946
