0.1	-18.3047
0.196667	-3.37594
0.293333	-0.125138
0.39	-0.0731145
0.486667	-0.0890146
0.583333	-0.133833
0.68	0.00430216
0.776667	-0.306103
0.873333	-0.139457
0.97	-0.00777383
1.06667	-0.0400206
1.16333	-0.0402024
1.26	0.0866764
1.35667	-0.0555774
1.45333	-0.0187504
1.55	-0.0289842
1.64667	0.00307311
1.74333	0.0250396
1.84	-0.0382232
1.93667	0.0261671
2.03333	-0.0248633
2.13	-0.0263224
2.22667	0.00450247
2.32333	-0.0114113
2.42	0.0141015
2.51667	-0.00578617
2.61333	-0.0440984
2.71	0.0205315
2.80667	-0.000707335
2.90333	-0.000911259
