0.1	-13.6591
0.196667	-3.23815
0.293333	-1.74712
0.39	-1.66235
0.486667	-0.239211
0.583333	-1.13467
0.68	-0.528273
0.776667	-0.0829644
0.873333	-0.0170621
0.97	-0.0302787
1.06667	-0.0123234
1.16333	-0.0611854
1.26	0.0183229
1.35667	-0.0381394
1.45333	0.0032106
1.55	0.020497
1.64667	0.0217887
1.74333	0.0473918
1.84	-0.0110261
1.93667	-0.0345455
2.03333	0.0117875
2.13	0.0322047
2.22667	0.00381631
2.32333	-0.0171914
2.42	-0.0103014
2.51667	0.00992284
2.61333	0.0333599
2.71	-0.0135578
2.80667	0.0129359
2.90333	-0.0235472
