0.1	0.907759
0.196667	0.356045
0.293333	0.742912
0.39	0.577927
0.486667	0.302877
0.583333	0.431838
0.68	0.201013
0.776667	0.0205759
0.873333	-0.0489476
0.97	-0.0120414
1.06667	0.0456752
1.16333	0.0654077
1.26	-0.0710601
1.35667	-0.0617362
1.45333	0.024028
1.55	0.00199279
1.64667	0.0298778
1.74333	0.00568381
1.84	0.0313518
1.93667	-0.0219699
2.03333	-0.0199957
2.13	-0.0274299
2.22667	0.0262304
2.32333	0.0176518
2.42	0.0245946
2.51667	0.00664486
2.61333	0.0117849
2.71	-0.0105841
2.80667	0.0311803
2.90333	0.0205995
