0.1	0.513935
0.196667	0.402
0.293333	0.622821
0.39	-0.337798
0.486667	0.385401
0.583333	0.00985712
0.68	0.328712
0.776667	0.0722332
0.873333	-0.107109
0.97	-0.156222
1.06667	-0.0102967
1.16333	0.0610305
1.26	0.0567858
1.35667	-0.0885543
1.45333	0.00298326
1.55	0.0175848
1.64667	0.0109503
1.74333	-0.0256232
1.84	-0.0275671
1.93667	-0.0216733
2.03333	0.0210659
2.13	-0.000941012
2.22667	0.0162286
2.32333	0.0268392
2.42	-0.0207474
2.51667	0.00369753
2.61333	0.025062
2.71	0.014626
2.80667	-0.020897
2.90333	0.0274052
