0.1	-0.1875
0.196667	0.1125
0.293333	0.199953
0.39	0.0666406
0.486667	0.543289
0.583333	0.823789
0.68	0.584047
0.776667	-0.444875
0.873333	-0.199969
0.97	-0.199852
1.06667	-0.115992
1.16333	0.199484
1.26	-0.597617
1.35667	-0.595602
1.45333	0.592734
1.55	-0.590086
1.64667	0.19493
1.74333	-0.192828
1.84	-0.188203
1.93667	-0.55832
2.03333	-0.177328
2.13	0.513078
2.22667	-0.463102
2.32333	0.0148437
2.42	0.0199766
2.51667	-0.00734375
2.61333	0.0144766
2.71	-0.0143984
2.80667	-0.00205469
2.90333	0.00688281
