0.1	0.974636
0.196667	0.94869
0.293333	0.921361
0.39	0.892654
0.486667	0.86107
0.583333	0.826721
0.68	0.785837
0.776667	0.734359
0.873333	0.657369
0.97	0.29531
1.06667	-0.00309814
1.16333	0.00346531
1.26	-0.00351916
1.35667	-0.00974531
1.45333	-0.0110931
1.55	-0.00654101
1.64667	0.0225028
1.74333	0.00146958
1.84	0.0202068
1.93667	0.0203224
2.03333	0.010972
2.13	0.00014973
2.22667	-0.0134981
2.32333	-0.00507538
2.42	-0.0131522
2.51667	-0.0066955
2.61333	-0.00122791
2.71	-0.00565243
2.80667	-0.00155522
2.90333	0.00975825
