0.1	0.974829
0.196667	0.948865
0.293333	0.921471
0.39	0.892595
0.486667	0.860874
0.583333	0.825561
0.68	0.789292
0.776667	0.736844
0.873333	0.655305
0.97	0.512045
1.06667	0.156956
1.16333	0.0361712
1.26	-0.00896101
1.35667	-0.0322589
1.45333	-0.0247329
1.55	-0.0285188
1.64667	0.0229863
1.74333	-0.00587756
1.84	-0.000798994
1.93667	0.00964603
2.03333	-0.00439318
2.13	0.00333315
2.22667	-0.00403685
2.32333	-0.00952703
2.42	0.00476225
2.51667	0.00424014
2.61333	0.0075527
2.71	0.000811514
2.80667	0.00491865
2.90333	0.011023
