0.1	0.974577
0.196667	0.948756
0.293333	0.921443
0.39	0.892762
0.486667	0.861287
0.583333	0.826151
0.68	0.785267
0.776667	0.733192
0.873333	0.645196
0.97	0.410972
1.06667	-0.00672549
1.16333	0.0251413
1.26	0.00509174
1.35667	0.0210242
1.45333	0.0134954
1.55	0.00473302
1.64667	0.00357242
1.74333	-0.00346103
1.84	0.00255208
1.93667	-0.0125267
2.03333	0.0143124
2.13	-0.00294493
2.22667	0.0061885
2.32333	-0.00412382
2.42	0.00205009
2.51667	-0.0139444
2.61333	-0.00183719
2.71	-0.00130413
2.80667	-0.0121415
2.90333	0.00320382
