0.1	0.495909
0.196667	0.584911
0.293333	0.634329
0.39	0.647731
0.486667	0.652864
0.583333	0.644412
0.68	0.629899
0.776667	0.590401
0.873333	0.500837
0.97	0.283176
1.06667	0.0317709
1.16333	0.033472
1.26	0.00870091
1.35667	0.0209131
1.45333	0.0125398
1.55	0.01227
1.64667	-0.00709574
1.74333	-0.00467442
1.84	-0.00302565
1.93667	-0.0181018
2.03333	0.0110674
2.13	-0.0237488
2.22667	-0.00916834
2.32333	-0.000443493
2.42	-0.0123273
2.51667	0.0044166
2.61333	0.0146324
2.71	0.0051771
2.80667	0.0120994
2.90333	0.00324572
