0.1	-5.57459
0.196667	0.590834
0.293333	0.111241
0.39	0.647697
0.486667	0.650213
0.583333	0.647637
0.68	0.630215
0.776667	0.590253
0.873333	0.46887
0.97	0.0375082
1.06667	-0.00140701
1.16333	0.014844
1.26	0.0200503
1.35667	-0.0291333
1.45333	-0.0123892
1.55	0.0273189
1.64667	-0.0488261
1.74333	0.00490606
1.84	-0.011369
1.93667	-0.0255056
2.03333	0.0236471
2.13	-0.0231691
2.22667	-0.00733533
2.32333	-0.00915325
2.42	0.00355299
2.51667	0.0148946
2.61333	-0.0210554
2.71	0.00443949
2.80667	-0.0149952
2.90333	0.00691252
