0.1	0.972918
0.196667	0.946931
0.293333	0.919278
0.39	0.892685
0.486667	0.860508
0.583333	0.825846
0.68	0.787609
0.776667	0.73653
0.873333	0.660327
0.97	0.542155
1.06667	0.318605
1.16333	0.135593
1.26	0.0546476
1.35667	0.00956105
1.45333	0.0269976
1.55	-0.0277707
1.64667	0.00600153
1.74333	-3.01496e-05
1.84	-0.000498955
1.93667	-0.000588177
2.03333	0.017626
2.13	-0.00537187
2.22667	0.00599714
2.32333	-0.00381416
2.42	-0.00713079
2.51667	0.00556061
2.61333	-0.000465409
2.71	-0.0134751
2.80667	-0.000168317
2.90333	0.00408293
