0.1	0.974579
0.196667	0.948648
0.293333	0.921333
0.39	0.892166
0.486667	0.86035
0.583333	0.826989
0.68	0.784808
0.776667	0.736073
0.873333	0.652149
0.97	0.534917
1.06667	0.167745
1.16333	0.014125
1.26	-0.0378291
1.35667	-0.0139728
1.45333	-0.00817863
1.55	0.0172224
1.64667	-0.00344493
1.74333	-0.00217043
1.84	-0.00491446
1.93667	0.00319117
2.03333	-0.0111543
2.13	0.0206253
2.22667	0.00154055
2.32333	0.00549267
2.42	0.00867593
2.51667	-0.00557202
2.61333	0.00474598
2.71	0.00357225
2.80667	0.0106304
2.90333	0.000381531
