0.1	0.953953
0.196667	0.932749
0.293333	0.923415
0.39	0.892713
0.486667	0.866813
0.583333	0.833634
0.68	0.788011
0.776667	0.738145
0.873333	0.691603
0.97	0.602958
1.06667	0.466284
1.16333	0.34716
1.26	0.285299
1.35667	0.171918
1.45333	0.0600468
1.55	0.0397464
1.64667	0.019341
1.74333	0.0322809
1.84	0.00894374
1.93667	-0.0151343
2.03333	-0.00652284
2.13	0.00758198
2.22667	-0.0137602
2.32333	0.00384565
2.42	-0.018274
2.51667	-0.0148088
2.61333	0.00793111
2.71	-0.0226246
2.80667	-0.0206262
2.90333	-0.0155219
